Locality,Interior_SqFt,Distance_To_Main_Road,Num_Bedrooms,Num_Bathrooms,Total_Rooms,Sale_Condition,Parking_Facility,Building_Type,Utilities_Available,Street_Type,Zoning_Type,Quality_Score_Rooms,Quality_Score_Bathroom,Quality_Score_Bedroom,Quality_Score_Overall,Registration_Fee,Commission,Sale_Price,Sale_Year,Build_Year,Building_Age
Chrompet,991,105,1,1,3,AdjLand,No,House,NoSeWa,Paved,RM,2,4,4,3,236655,52590,8765000,2012,1980,32
Karapakkam,684,101,1,1,2,AdjLand,No,House,NoSeWa,Gravel,A,4,3,2,3,184087,50918,3916750,2011,1978,33
Velachery,1717,26,2,1,4,Normal Sale,No,House,NoSeWa,No Access,I,2,2,2,2,221097,58959,7369890,2006,1979,27
Adyar,1195,139,1,1,3,Partial,Yes,Others,NoSeWa,Gravel,C,2,2,3,3,327780,28922,9640575,2007,2002,5
Chrompet,951,73,1,1,3,Partial,No,Commercial,NoSeWa,Gravel,RH,2,3,2,2,292230,146115,11239600,2011,2003,8
Karapakkam,825,200,1,1,2,Normal Sale,Yes,House,AllPub,No Access,RM,2,3,2,2,325344,67780,6778000,2011,1981,30
KK Nagar,2498,153,4,2,6,Partial,Yes,Commercial,NoSeWa,Paved,RL,3,2,3,2,940813,422406,19200260,2008,1985,23
Karapakkam,830,93,1,1,2,Partial,No,House,AllPub,No Access,I,3,3,2,2,169680,93324,4242000,2012,1992,20
Karapakkam,1459,155,2,2,4,Ab Normal,Yes,Others,NoSeWa,Gravel,RM,3,3,2,3,311651,155826,10388375,2012,1979,33
Chrompet,820,16,1,1,3,AdjLand,No,House,AllPub,Gravel,RL,3,2,4,3,214622,24764,8254700,2009,1983,26
KK Nagar,2434,28,4,2,6,Partial,Yes,Others,NoSeWa,Gravel,RM,2,4,2,3,459575,272873,14361720,2008,1996,12
Karapakkam,1647,61,2,2,4,Family,Yes,House,NoSeWa,No Access,RM,3,2,4,3,455952,199479,9499000,2011,1997,14
Karapakkam,847,36,1,1,2,Family,Yes,House,NoSeWa,No Access,RM,2,2,3,2,258932,122652,6814000,2010,1980,30
Anna Nagar,1863,132,2,1,5,Partial,Yes,Others,AllPub,Paved,RM,3,2,3,3,467564,90496,15082700,2013,1985,28
Adyar,1080,171,1,1,3,Partial,Yes,Others,NoSeWa,Paved,RL,4,4,3,3,326939,63278,10546405,2008,2001,7
Chrompet,1292,6,2,1,4,Partial,No,House,AllPub,Paved,RM,2,2,3,2,263145,155938,9746100,2009,2003,6
KK Nagar,1883,97,3,2,5,Family,Yes,Others,AllPub,Gravel,RH,4,2,4,4,400675,137374,11447860,2008,1978,30
Velachery,1748,76,2,1,4,Family,No,Others,AllPub,No Access,RM,4,3,3,3,342608,66618,9516880,2007,1958,49
Karapakkam,1621,9,2,2,4,Normal Sale,No,Others,NoSeWa,Paved,I,4,3,4,4,234984,151603,7580125,2010,1973,37
KK Nagar,2061,64,3,2,5,Family,Yes,House,NoSeWa,Paved,RL,4,2,3,3,500455,113740,11373980,2008,1999,9
Velachery,1521,78,2,1,4,AdjLand,No,Commercial,NoSeWa,No Access,RL,2,2,2,2,436632,231158,12842120,2008,1982,26
Chrompet,839,71,1,1,3,Family,Yes,Commercial,AllPub,Gravel,RH,2,5,4,4,291256,186404,11650250,2011,1988,23
Chrompet,1296,170,2,1,4,Ab Normal,No,House,NoSeWa,Gravel,RH,3,3,4,4,306450,105342,9576550,2012,2007,5
Chrompet,1027,4,1,1,3,Normal Sale,Yes,Others,AllPub,No Access,RL,4,4,2,4,268699,74124,9265490,2013,1999,14
KK Nagar,1921,28,3,2,5,AdjLand,No,Others,AllPub,Paved,RL,3,3,3,3,556393,124905,11354960,2012,1995,17
Adyar,855,117,1,1,3,Normal Sale,Yes,House,AllPub,Gravel,I,3,4,2,3,234452,31260,7815055,2012,1975,37
Velachery,1857,170,3,2,5,Partial,Yes,Others,AllPub,No Access,RL,4,2,2,2,336220,193581,10188470,2005,1959,46
Chrompet,920,67,1,1,3,Normal Sale,Yes,Others,AllPub,Paved,RL,3,4,2,3,257919,46057,9211400,2008,1972,36
Velachery,1781,109,2,1,4,Normal Sale,No,Commercial,AllPub,No Access,C,4,4,3,3,491862,122966,12296550,2004,1954,50
Anna Nagar,1658,110,1,1,4,Partial,No,House,NoSeWa,No Access,RH,4,3,3,3,240378,115382,9615130,2010,1966,44
Karapakkam,1611,28,2,2,4,Normal Sale,Yes,Commercial,AllPub,Paved,RL,3,2,2,2,520659,190485,12699000,2011,1967,44
KK Nagar,1339,26,2,1,4,Ab Normal,Yes,Others,NoSeWa,Gravel,RM,3,3,3,3,387965,266033,11084700,2011,2005,6
Karapakkam,876,140,1,1,2,Family,Yes,Others,NoSeWa,Paved,RH,4,3,3,3,338150,169075,6763000,2009,1983,26
Velachery,1880,149,3,2,5,Normal Sale,No,Commercial,NoSeWa,No Access,RL,4,3,3,3,572815,256259,15074080,2011,1992,19
Karapakkam,1227,95,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,A,4,2,2,2,248463,94416,4969250,2010,1981,29
Chrompet,918,99,1,1,3,Normal Sale,No,Others,AllPub,Paved,RM,4,4,3,4,236133,148676,8745660,2010,1982,28
Chrompet,750,78,1,1,2,Partial,Yes,Commercial,AllPub,Paved,RL,2,3,4,3,323268,114708,10428000,2013,1989,24
Anna Nagar,1631,137,1,1,4,Family,No,House,NoSeWa,Paved,RH,4,3,4,4,320043,175508,10323980,2014,1970,44
Karapakkam,782,71,1,1,2,Family,No,House,NoSeWa,Gravel,I,4,3,4,4,179182,62956,4842750,2010,1965,45
Chrompet,1258,73,2,1,4,AdjLand,Yes,Others,NoSeWa,No Access,RM,4,2,3,3,278873,122704,11154910,2012,1985,27
T Nagar,1536,5,1,1,4,AdjLand,Yes,Others,AllPub,No Access,RH,3,3,3,3,420911,204078,12754890,2010,2002,8
Karapakkam,643,167,1,1,2,Normal Sale,No,Commercial,AllPub,No Access,RL,2,4,3,3,266541,91014,6501000,2009,1969,40
Adyar,919,111,1,1,3,Family,Yes,Others,AllPub,No Access,RH,3,3,4,4,290490,105633,8802735,2009,2000,9
Karapakkam,1180,81,1,1,3,Partial,No,Others,NoSeWa,Gravel,RM,2,2,3,2,393237,75301,8366750,2012,1993,19
Adyar,1167,15,1,1,3,AdjLand,No,Others,NoSeWa,No Access,RM,4,5,2,3,366611,41898,10474605,2011,2004,7
Velachery,1698,47,2,1,4,Ab Normal,Yes,Others,AllPub,Paved,RH,4,2,3,3,388845,94584,10509330,2009,1975,34
Adyar,1051,38,1,1,3,AdjLand,No,Others,AllPub,Gravel,C,2,4,3,3,291262,121359,8090620,2006,1978,28
Chrompet,881,79,1,1,3,AdjLand,No,Others,NoSeWa,Gravel,RH,4,3,4,4,253313,61144,8734920,2013,2008,5
Karapakkam,1042,82,1,1,3,AdjLand,Yes,House,AllPub,Paved,I,3,3,2,3,318463,82800,6369250,2011,1972,39
Velachery,1954,24,3,2,5,Family,No,House,AllPub,Gravel,I,4,2,4,3,284533,75876,9484440,2005,1973,32
Adyar,919,147,1,1,3,AdjLand,No,House,NoSeWa,Gravel,RM,2,2,4,3,297930,130344,9310300,2008,1968,40
Karapakkam,1287,19,1,1,3,AdjLand,No,Commercial,NoSeWa,Paved,C,2,4,4,3,324126,120390,9260750,2009,1992,17
Anna Nagar,1793,90,1,1,4,Partial,Yes,House,NoSeWa,Paved,RL,5,2,3,3,382402,158235,13186280,2014,2005,9
KK Nagar,1814,159,3,2,5,Partial,Yes,Commercial,AllPub,Paved,RM,2,4,3,3,520696,341707,16271740,2008,1991,17
Velachery,1889,117,3,2,5,Ab Normal,No,House,NoSeWa,No Access,C,5,2,2,3,263209,73114,7311370,2006,1970,36
Velachery,1642,80,2,1,4,Partial,No,Commercial,NoSeWa,No Access,I,2,4,2,3,384571,221420,11653680,2012,1968,44
Velachery,1910,28,3,2,5,AdjLand,No,Commercial,NoSeWa,Gravel,I,2,4,3,3,522441,284968,15831550,2009,1999,10
Chrompet,990,11,1,1,3,Partial,No,House,NoSeWa,No Access,RL,2,3,4,3,197161,124138,7302250,2011,2000,11
KK Nagar,1842,150,3,2,5,Ab Normal,Yes,Others,NoSeWa,Paved,RM,4,2,2,2,369047,238095,11904740,2010,1985,25
Karapakkam,825,50,1,1,2,Partial,No,Commercial,NoSeWa,Gravel,RM,4,4,3,4,353619,120975,9305750,2011,1994,17
Chrompet,802,157,1,1,3,Normal Sale,Yes,House,AllPub,Paved,RL,3,2,2,2,277027,121199,8657100,2011,2001,10
Karapakkam,858,160,1,1,2,Normal Sale,No,Others,AllPub,Gravel,C,2,3,3,3,207265,140044,5601750,2011,1999,12
KK Nagar,1499,130,2,1,4,Normal Sale,Yes,Others,NoSeWa,Paved,RH,3,4,4,4,430726,215363,9789220,2009,1987,22
Anna Nagar,1828,26,2,1,5,Partial,Yes,Commercial,AllPub,No Access,RM,2,2,3,2,782091,267557,20581330,2014,1975,39
Chrompet,717,100,1,1,2,Family,Yes,House,NoSeWa,Gravel,RH,3,4,2,3,239481,84977,7725200,2007,1983,24
Karapakkam,504,133,1,1,2,Family,No,Others,AllPub,Gravel,RM,4,5,2,3,287779,161437,7019000,2010,2002,8
Anna Nagar,1823,11,2,1,5,Partial,Yes,House,AllPub,Gravel,RL,2,5,3,3,388891,227971,13410030,2009,1985,24
KK Nagar,1721,33,2,1,4,Normal Sale,Yes,House,AllPub,Paved,RL,3,2,2,2,377378,254985,10199400,2011,1981,30
T Nagar,1734,28,1,1,4,Ab Normal,No,Commercial,NoSeWa,Paved,RL,2,3,4,3,756758,227027,18918950,2007,1962,45
Chrompet,787,147,1,1,2,Partial,Yes,Commercial,AllPub,Gravel,RM,3,3,2,3,351104,140441,11703450,2010,1979,31
Chrompet,1265,30,2,1,4,AdjLand,No,House,AllPub,Gravel,RL,2,2,2,2,253115,165498,9735200,2009,1985,24
Velachery,1967,142,3,2,5,Ab Normal,No,House,AllPub,Paved,RM,2,4,2,3,368112,108268,10826810,2004,1971,33
Chrompet,1008,148,1,1,3,AdjLand,Yes,Commercial,NoSeWa,Paved,RH,3,2,4,3,399730,38684,12894500,2012,2002,10
Chrompet,1120,166,1,1,3,Partial,Yes,Commercial,AllPub,No Access,RM,5,3,4,4,356636,211340,13208750,2014,1977,37
Anna Nagar,1952,53,2,1,5,AdjLand,Yes,Commercial,AllPub,No Access,RH,3,2,2,3,693887,126161,21026890,2007,1965,42
Karapakkam,1100,199,1,1,3,AdjLand,No,Others,NoSeWa,Gravel,A,3,3,5,4,179479,135969,5438750,2011,1964,47
Adyar,1098,18,1,1,3,Partial,Yes,House,AllPub,Gravel,RM,2,2,2,2,337805,63338,10556410,2009,1975,34
KK Nagar,1470,3,2,1,4,Ab Normal,No,House,NoSeWa,Gravel,RL,4,2,2,3,375697,164940,9163340,2009,1992,17
Chrompet,970,152,1,1,3,Partial,Yes,House,AllPub,No Access,RH,3,4,3,3,216449,67174,7463750,2007,1990,17
KK Nagar,1432,111,2,1,4,AdjLand,Yes,Others,NoSeWa,Gravel,RM,3,2,4,3,344687,183833,11489580,2010,1983,27
Karapakkam,790,119,1,1,2,AdjLand,No,Commercial,AllPub,Paved,A,4,2,2,3,231895,85435,6102500,2012,1994,18
Chrompet,1149,52,1,1,3,AdjLand,No,Commercial,AllPub,Paved,RL,2,3,2,2,398296,233484,13734350,2011,2006,5
Chrompet,762,154,1,1,2,Ab Normal,No,House,NoSeWa,Paved,RL,2,4,3,3,204076,56297,7037100,2009,1983,26
Chrompet,847,6,1,1,3,Family,Yes,House,AllPub,Paved,RM,4,3,2,3,223286,107177,8931450,2012,1978,34
Velachery,1954,131,3,2,5,Normal Sale,Yes,House,AllPub,Gravel,C,4,2,4,3,304545,101515,10151490,2008,1981,27
KK Nagar,2232,172,4,2,6,Normal Sale,Yes,Others,NoSeWa,Gravel,RM,3,2,3,3,591119,225188,14074260,2010,1999,11
Anna Nagar,1587,37,1,1,4,Family,Yes,Commercial,AllPub,No Access,RH,4,4,3,4,683649,105177,17529450,2010,1970,40
T Nagar,1891,100,2,1,5,Family,Yes,Commercial,AllPub,Paved,RH,3,4,4,4,575844,170620,21327550,2011,1996,15
KK Nagar,1916,193,3,2,5,Family,No,Others,AllPub,Gravel,RH,2,3,4,3,500831,95904,10655980,2011,1988,23
Velachery,1622,62,2,1,4,Partial,Yes,Others,NoSeWa,Paved,RL,4,2,2,2,359784,190474,10581870,2012,1991,21
Velachery,1812,41,3,2,5,Ab Normal,No,Commercial,AllPub,Paved,RH,2,2,4,2,542691,120598,15074740,2011,2004,7
Adyar,1010,121,1,1,3,Partial,Yes,Others,NoSeWa,No Access,RM,3,3,3,3,304343,39270,9817500,2009,1989,20
T Nagar,1526,80,1,1,4,Normal Sale,Yes,Commercial,AllPub,No Access,RH,4,2,3,3,530201,194407,17673370,2007,1991,16
Chrompet,775,34,1,1,2,Normal Sale,No,House,NoSeWa,Gravel,RH,2,4,2,3,211304,105652,6603250,2010,1971,39
Karapakkam,1239,78,1,1,3,Family,Yes,Others,AllPub,No Access,A,3,2,4,3,184376,47581,5947625,2010,1996,14
Anna Nagar,1538,94,1,1,4,Ab Normal,No,House,NoSeWa,No Access,RH,2,3,3,3,287791,163082,9593040,2008,1971,37
Anna Nagar,1853,142,2,1,5,Normal Sale,No,Commercial,AllPub,Paved,RM,3,3,2,3,759431,389978,20525170,2008,1972,36
Velachery,1536,37,2,1,4,Family,Yes,Commercial,AllPub,No Access,RH,3,3,5,3,517869,220094,12946730,2011,1982,29
KK Nagar,2241,10,4,2,6,Family,Yes,House,AllPub,Paved,RM,4,2,4,3,477329,238665,12561300,2008,1983,25
Velachery,1709,153,2,1,4,Partial,Yes,House,NoSeWa,Paved,C,4,4,4,4,300949,138274,8133770,2010,1974,36
Chrompet,1282,137,2,1,4,Partial,No,Commercial,NoSeWa,Gravel,RM,2,4,4,3,471051,106366,15195200,2009,2001,8
Karapakkam,1319,55,1,1,3,Normal Sale,No,House,NoSeWa,No Access,C,4,5,3,4,161381,109170,4746500,2010,1970,40
Adyar,994,14,1,1,3,Normal Sale,Yes,House,NoSeWa,Gravel,RM,3,4,2,3,352984,83055,10381895,2007,1974,33
Chrompet,782,192,1,1,2,Partial,No,Others,AllPub,Paved,RL,3,4,3,3,212986,88132,7344340,2013,1981,32
KK Nagar,2235,21,4,2,6,AdjLand,No,Commercial,NoSeWa,Paved,RM,3,3,4,3,891866,455034,18201340,2010,1993,17
Adyar,650,159,1,1,2,AdjLand,Yes,House,NoSeWa,Paved,RM,3,2,3,3,299640,90800,9080015,2010,1989,21
Anna Nagar,1677,55,1,1,4,Family,No,House,AllPub,Paved,RH,2,4,2,2,414067,84937,10617090,2011,1969,42
Adyar,684,82,1,1,2,Family,No,Others,NoSeWa,Paved,A,4,3,2,3,173885,64063,4575925,2009,1974,35
Chrompet,1128,41,1,1,3,Partial,Yes,House,AllPub,No Access,RM,4,4,3,4,303960,49026,9805150,2013,2004,9
KK Nagar,1360,157,2,1,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RH,2,4,4,3,492311,214597,12623360,2009,1991,18
Chrompet,895,193,1,1,3,Ab Normal,Yes,Others,NoSeWa,Gravel,RL,2,2,4,3,295535,38134,9533400,2009,1986,23
Chrompet,1227,104,2,1,4,Normal Sale,Yes,Others,AllPub,Paved,RL,3,4,3,3,314977,157489,10499240,2011,1980,31
T Nagar,1720,187,1,1,4,Family,No,House,NoSeWa,Paved,RH,3,3,2,3,388983,125848,11440690,2007,2000,7
Karapakkam,1003,42,1,1,3,AdjLand,No,House,AllPub,Paved,RL,4,3,4,4,282570,84771,7064250,2011,1998,13
KK Nagar,2114,106,3,2,5,Ab Normal,No,Commercial,NoSeWa,Gravel,RL,5,2,4,4,778771,406315,16929800,2011,1991,20
Chrompet,973,155,1,1,3,AdjLand,Yes,House,NoSeWa,Paved,RH,2,3,3,3,245263,143775,8457350,2013,1984,29
Velachery,1655,139,2,1,4,AdjLand,Yes,House,NoSeWa,Paved,C,3,3,4,3,314127,174515,8725740,2008,1976,32
Adyar,910,141,1,1,3,Normal Sale,No,House,NoSeWa,Gravel,C,2,4,2,2,208434,45595,6513570,2007,1969,38
Adyar,840,97,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RM,2,4,3,3,274318,34290,8572425,2007,1972,35
KK Nagar,1835,194,3,2,5,Family,No,Commercial,NoSeWa,Paved,RM,3,4,4,4,526771,247892,15493260,2009,1996,13
Chrompet,1001,1,1,1,3,AdjLand,No,Others,AllPub,Gravel,RL,2,3,2,2,272281,77795,9724320,2013,2000,13
Anna Nagar,1646,94,1,1,4,Ab Normal,Yes,Commercial,AllPub,Paved,RM,3,2,4,3,800245,389863,20519100,2010,2000,10
Chrompet,907,38,1,1,3,AdjLand,No,Others,AllPub,Gravel,RL,4,4,4,4,286305,107364,8947040,2011,1984,27
Adyar,809,171,1,1,3,Partial,Yes,Others,AllPub,Paved,RL,2,3,4,3,361745,108524,9043635,2008,1999,9
Chrompet,1278,99,2,1,4,Normal Sale,No,Commercial,AllPub,Gravel,RL,2,2,3,2,394127,145973,14597300,2012,1986,26
Chrompet,1051,66,1,1,3,Normal Sale,No,Others,NoSeWa,Gravel,RL,3,2,3,2,251373,55861,9310120,2008,1989,19
Adyar,1054,59,1,1,3,Normal Sale,No,Others,NoSeWa,No Access,I,2,3,3,3,239942,15480,7740080,2009,1997,12
Karapakkam,971,161,1,1,3,AdjLand,Yes,Commercial,AllPub,Paved,C,3,2,4,3,408400,142052,8878250,2010,1999,11
KK Nagar,1956,103,3,2,5,Normal Sale,No,Commercial,AllPub,Gravel,RM,4,3,3,3,516993,150095,16677180,2009,1980,29
Anna Nagar,1921,106,2,1,5,AdjLand,Yes,Others,NoSeWa,No Access,RL,2,2,3,2,457635,257419,14301080,2007,1967,40
Karapakkam,947,102,1,1,3,Ab Normal,Yes,Others,NoSeWa,Gravel,A,4,4,3,3,171240,104954,5523875,2012,1965,47
Velachery,1514,67,2,1,4,Normal Sale,Yes,Others,AllPub,No Access,C,2,2,4,3,285565,111053,7932350,2008,1968,40
Karapakkam,1125,176,1,1,3,Ab Normal,No,Commercial,AllPub,No Access,RH,2,4,3,3,306765,193746,8072750,2010,1969,41
Karapakkam,1394,60,2,2,4,AdjLand,Yes,House,AllPub,No Access,I,2,2,3,2,243679,111396,6962250,2010,1967,43
Karapakkam,1609,60,2,2,4,Family,No,Commercial,AllPub,Paved,RM,2,3,3,3,428241,129770,12977000,2009,1989,20
T Nagar,1916,166,2,1,5,Partial,No,House,AllPub,Gravel,RL,4,2,3,3,342548,184449,13174940,2010,2003,7
Chrompet,1015,24,1,1,3,Normal Sale,No,House,NoSeWa,No Access,RL,4,3,3,3,255486,92904,7742000,2013,2005,8
Chrompet,835,124,1,1,3,Partial,No,Others,NoSeWa,Paved,RH,5,4,2,3,230883,83957,6996450,2014,1984,30
Anna Nagar,1617,128,1,1,4,Normal Sale,No,House,AllPub,No Access,RM,2,4,3,3,329667,181885,11367820,2012,1976,36
T Nagar,1901,75,2,1,5,Normal Sale,No,House,NoSeWa,Gravel,RM,4,2,3,3,448049,238026,14001530,2012,1993,19
Anna Nagar,1548,81,1,1,4,Partial,Yes,Commercial,AllPub,Paved,RM,4,3,5,4,557957,111591,18598580,2013,1974,39
Anna Nagar,1660,50,1,1,4,Family,Yes,House,NoSeWa,No Access,RL,4,4,2,3,371792,174278,11618510,2015,1982,33
Karapakkam,890,163,1,1,3,AdjLand,Yes,Others,AllPub,Gravel,C,3,5,2,3,322356,120884,6715750,2010,1994,16
Chrompet,956,134,1,1,3,Family,Yes,Commercial,AllPub,Paved,RH,3,4,2,3,296124,130294,11844950,2007,1978,29
Velachery,1841,37,3,2,5,AdjLand,Yes,House,AllPub,Gravel,RL,3,3,4,3,356258,183875,11492190,2007,1960,47
Chrompet,1280,185,2,1,4,Family,No,Commercial,NoSeWa,No Access,RM,3,2,2,2,396308,127385,14153850,2011,2004,7
Anna Nagar,1636,66,1,1,4,Family,Yes,Others,NoSeWa,No Access,RM,3,2,3,3,498902,256193,13483830,2010,1990,20
KK Nagar,2204,126,3,2,5,Normal Sale,Yes,Others,NoSeWa,Paved,RH,4,2,3,3,490282,208370,12257060,2011,2002,9
Karapakkam,1203,199,1,1,3,Normal Sale,Yes,Others,AllPub,No Access,A,3,3,4,3,282793,144405,6016875,2010,1999,11
Chrompet,1122,33,1,1,3,AdjLand,No,House,AllPub,Paved,RH,2,3,3,2,200395,48095,8015800,2009,1985,24
Anna Nagar,1574,78,1,1,4,Partial,No,House,AllPub,Gravel,RL,2,2,2,2,363121,77026,11003670,2011,1980,31
KK Nagar,1374,172,2,1,4,Normal Sale,No,House,AllPub,Gravel,RM,2,4,4,3,477334,233796,9741520,2010,1994,16
Velachery,1746,163,2,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,C,2,3,2,3,449672,177143,13626420,2010,1974,36
Karapakkam,1370,193,2,2,4,Family,Yes,House,AllPub,Gravel,I,4,3,2,3,229005,152670,7633500,2010,1980,30
Karapakkam,1362,27,2,2,4,Ab Normal,No,House,NoSeWa,Gravel,C,2,3,2,2,252754,135194,5878000,2012,1964,48
Anna Nagar,1897,148,2,1,5,Normal Sale,No,Commercial,NoSeWa,Gravel,RH,4,3,3,3,559938,394030,20738440,2007,1990,17
Chrompet,1020,80,1,1,3,Normal Sale,No,House,NoSeWa,Paved,RL,4,3,3,3,208007,128004,8000250,2014,1979,35
Chrompet,897,79,1,1,3,AdjLand,Yes,House,AllPub,No Access,RM,2,2,5,3,249117,44485,8897050,2008,1973,35
Adyar,1023,198,1,1,3,Family,No,Commercial,AllPub,Gravel,I,3,3,2,3,484596,181723,12114895,2007,1994,13
Karapakkam,1344,100,2,2,4,Partial,Yes,Others,NoSeWa,Paved,RM,4,4,4,4,289579,224190,9341250,2011,1972,39
Anna Nagar,1689,96,1,1,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,RL,3,3,4,4,574409,307719,20514620,2011,1980,31
Velachery,1764,28,2,1,4,AdjLand,No,Commercial,AllPub,No Access,RM,4,2,3,3,440633,279067,14687760,2007,1954,53
KK Nagar,1820,84,3,2,5,Normal Sale,Yes,House,AllPub,Paved,RL,3,2,2,2,388329,221902,11095100,2009,2004,5
Chrompet,987,39,1,1,3,Normal Sale,Yes,House,AllPub,Gravel,RM,3,4,2,3,340691,106466,10646600,2010,2006,4
T Nagar,1688,171,1,1,4,Partial,Yes,House,NoSeWa,No Access,RM,4,3,4,4,321820,141601,12872810,2008,2000,8
Anna Nagar,1908,164,2,1,5,AdjLand,No,House,AllPub,No Access,RH,2,3,4,3,339193,181711,12114050,2009,1989,20
Chrompet,1078,54,1,1,3,AdjLand,Yes,House,NoSeWa,Paved,RL,3,2,4,3,243057,140225,9348350,2009,1972,37
Karapakkam,1637,100,2,2,4,Ab Normal,Yes,House,AllPub,Paved,RM,4,4,2,3,432745,169335,9407500,2011,1967,44
Adyar,1019,87,1,1,3,Ab Normal,Yes,House,NoSeWa,Paved,RH,2,3,4,3,322694,125492,8963715,2009,1988,21
Chrompet,1198,7,1,1,3,Partial,Yes,Commercial,AllPub,No Access,RL,2,3,3,2,355402,92141,13163050,2013,1983,30
Chrompet,1002,45,1,1,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RH,5,2,3,3,404950,88583,12654700,2010,1984,26
Karapakkam,1088,176,1,1,3,Family,No,Commercial,AllPub,Gravel,I,2,4,5,3,279923,118755,8482500,2012,1974,38
Anna Nagar,1703,101,1,1,4,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,4,3,3,4,650685,230888,20989850,2011,1971,40
Chrompet,946,190,1,1,3,Ab Normal,Yes,House,NoSeWa,Paved,RH,3,3,3,3,231722,33103,8275800,2012,1996,16
Velachery,1983,6,3,2,5,Partial,No,Commercial,AllPub,Paved,A,4,3,3,3,438606,186075,13291100,2009,1969,40
Karapakkam,1112,190,1,1,3,Ab Normal,No,Commercial,NoSeWa,Paved,RM,5,4,3,3,407058,178709,9928250,2010,1963,47
Adyar,700,134,1,1,2,Family,Yes,House,NoSeWa,Paved,RH,3,4,2,3,273943,76095,7609525,2011,1996,15
Anna Nagar,1956,133,2,1,5,Normal Sale,Yes,Others,AllPub,No Access,RL,3,4,4,4,394631,182137,15178120,2014,2007,7
KK Nagar,1666,175,2,1,4,AdjLand,No,Others,NoSeWa,Paved,RL,2,2,4,3,353677,171786,10105060,2009,1982,27
Velachery,1959,73,3,2,5,Partial,No,House,AllPub,Paved,RM,5,2,3,3,388561,184055,10225280,2004,1956,48
Chrompet,1276,92,2,1,4,Partial,Yes,Others,NoSeWa,No Access,RL,3,4,4,3,340209,92784,10309370,2010,1995,15
Chrompet,1079,171,1,1,3,Partial,Yes,House,AllPub,Paved,RH,4,3,2,3,211580,126948,8463200,2007,1991,16
KK Nagar,2357,151,4,2,6,Partial,Yes,Others,AllPub,Gravel,RH,3,2,2,2,399003,193066,12871060,2011,1985,26
Anna Nagar,1988,134,2,1,5,Family,No,Others,NoSeWa,Gravel,RL,2,4,2,3,472793,177297,14774770,2009,1990,19
Karapakkam,1257,35,1,1,3,Partial,Yes,Others,AllPub,Paved,RH,4,3,4,4,359574,155270,8172125,2009,1986,23
Velachery,1827,182,3,2,5,AdjLand,No,Commercial,AllPub,Paved,RH,2,3,3,3,592747,296374,14818680,2007,1978,29
T Nagar,1661,51,1,1,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,RM,2,4,2,2,777136,224960,20450950,2010,1995,15
Karapakkam,939,35,1,1,3,Family,No,Commercial,AllPub,Paved,RM,4,2,3,3,338513,192129,9149000,2010,1982,28
Velachery,1607,45,2,1,4,AdjLand,Yes,Commercial,NoSeWa,No Access,A,3,2,3,3,374971,149988,12499040,2011,2004,7
KK Nagar,1829,50,3,2,5,AdjLand,No,Others,AllPub,Paved,RH,4,2,4,4,441738,226006,10272980,2010,1980,30
Chrompet,806,11,1,1,3,Family,No,House,NoSeWa,Gravel,RM,3,4,3,4,241819,86364,8636400,2008,1996,12
Chrompet,784,162,1,1,2,AdjLand,No,House,AllPub,Paved,RL,4,2,2,2,209997,44999,7499900,2011,1985,26
Velachery,1540,36,2,1,4,Partial,Yes,Commercial,AllPub,Gravel,A,3,2,4,3,480611,113829,12647660,2005,1987,18
Anna Nagar,1794,62,1,1,4,AdjLand,No,Commercial,NoSeWa,Paved,RM,5,4,2,3,729338,104191,20838230,2014,2000,14
KK Nagar,1875,22,3,2,5,Partial,No,House,AllPub,Paved,RH,2,4,2,3,279874,158595,9329120,2010,2004,6
KK Nagar,1494,35,2,1,4,Partial,No,House,NoSeWa,Gravel,RL,2,2,4,3,282731,82083,9120360,2010,2002,8
T Nagar,1921,134,2,1,5,Family,Yes,Commercial,NoSeWa,Paved,RH,3,3,5,4,694678,126305,21050860,2009,1981,28
Adyar,603,188,1,1,2,Family,No,House,NoSeWa,Gravel,I,4,4,3,4,197931,61853,6185335,2010,2001,9
KK Nagar,1479,192,2,1,4,Partial,No,Others,AllPub,Paved,RH,2,4,4,3,319235,134415,8400920,2011,1984,27
Anna Nagar,1574,128,1,1,4,Partial,No,House,NoSeWa,Gravel,RM,2,3,3,2,320110,189695,11855940,2010,1978,32
Chrompet,730,4,1,1,2,Ab Normal,Yes,Others,AllPub,Paved,RM,4,3,4,4,242260,89726,8972600,2007,1989,18
KK Nagar,2450,197,4,2,6,Normal Sale,No,House,NoSeWa,Gravel,RM,3,2,3,3,562797,137573,12506600,2010,1980,30
KK Nagar,1379,83,2,1,4,Ab Normal,No,Others,NoSeWa,Gravel,RM,4,5,4,4,439020,122517,10209760,2009,1990,19
